name,prompt,negative_prompt
r275,"modern, tasty, attractive food photography of Smoky Garlic Herb Prawns Pasta Pot, prawns, wholewheat pasta, tomato, bell pepper, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r276,"modern, tasty, attractive food photography of Blazing Cajun Tofu Fuel Box, tofu, rice, sweet potato, mushroom, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r277,"modern, tasty, attractive food photography of Epic Turkey Protein Stack, turkey mince, potatoes, onion, carrot, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r278,"modern, tasty, attractive food photography of Blazing Tikka Tempeh Pasta Pot, tempeh, wholewheat pasta, spinach, courgette, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r279,"modern, tasty, attractive food photography of Tangy Mexican Spiced Tuna (Canned) Pasta Pot, tuna (canned), noodles (rice), carrot, courgette, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r280,"modern, tasty, attractive food photography of Sticky Chipotle Tofu Pasta Pot, tofu, noodles (rice), spinach, spinach, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r282,"modern, tasty, attractive food photography of Smoky Peri-Peri Eggs Protein Pot, eggs, couscous, bell pepper, green beans, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r283,"modern, tasty, attractive food photography of Power Prawns Protein Stack, prawns, brown rice, tomato, tomato, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r284,"modern, tasty, attractive food photography of Golden Indian Spiced Beef Prep Box, beef mince, brown rice, tomato, mushroom, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r285,"modern, tasty, attractive food photography of Crispy Prawns Protein Stack, prawns, quinoa, green beans, courgette, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r286,"modern, tasty, attractive food photography of Mega Thai Coconut Cod Lift Pot, cod fillet, potatoes, courgette, spinach, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r287,"modern, tasty, attractive food photography of Golden Garlic Herb Cod Energy Bowl, cod fillet, rice, broccoli, carrot, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r288,"modern, tasty, attractive food photography of Super Chipotle Tofu Macro Bowl, tofu, couscous, onion, spinach, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r289,"modern, tasty, attractive food photography of Epic Tempeh Protein Stack, tempeh, quinoa, broccoli, sweet potato, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r290,"modern, tasty, attractive food photography of Fiery Beef Protein Stack, beef mince, brown rice, mushroom, sweet potato, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r291,"modern, tasty, attractive food photography of Mega Sesame Ginger Eggs Fuel Box, eggs, brown rice, spinach, courgette, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r292,"modern, tasty, attractive food photography of Tangy Mexican Spiced Turkey Pasta Pot, turkey mince, wholewheat pasta, sweet potato, carrot, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r293,"modern, tasty, attractive food photography of Smoky Indian Spiced Beef Pasta Pot, beef mince, noodles (rice), broccoli, spinach, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r294,"modern, tasty, attractive food photography of Sizzling BBQ Chicken Prep Box, chicken breast, brown rice, green beans, broccoli, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r295,"modern, tasty, attractive food photography of Loaded Tofu Protein Stack, tofu, rice, tomato, onion, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r296,"modern, tasty, attractive food photography of Crispy Sesame Ginger Cod Macro Bowl, cod fillet, brown rice, mushroom, green beans, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r297,"modern, tasty, attractive food photography of Fiery Korean BBQ Salmon Pasta Pot, salmon fillet, noodles (rice), spinach, mushroom, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r298,"modern, tasty, attractive food photography of Power Satay Prawns Build Bowl, prawns, rice, bell pepper, carrot, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r299,"modern, tasty, attractive food photography of Zesty Cajun Turkey Fuel Box, turkey mince, brown rice, sweet potato, tomato, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r300,"modern, tasty, attractive food photography of Loaded Sesame Ginger Prawns Pasta Pot, prawns, wholewheat pasta, bell pepper, broccoli, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r301,"modern, tasty, attractive food photography of Sizzling Teriyaki Turkey Pasta Pot, turkey mince, wholewheat pasta, bell pepper, mushroom, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r302,"modern, tasty, attractive food photography of Epic Teriyaki Chicken Pasta Pot, chicken breast, noodles (rice), bell pepper, carrot, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r303,"modern, tasty, attractive food photography of Power Lemon Pepper Tuna (Canned) Prep Box, tuna (canned), brown rice, onion, sweet potato, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r304,"modern, tasty, attractive food photography of Ultimate Peri-Peri Eggs Power Bowl, eggs, potatoes, carrot, courgette, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r305,"modern, tasty, attractive food photography of Supreme Chipotle Tofu Pasta Pot, tofu, noodles (rice), carrot, broccoli, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r306,"modern, tasty, attractive food photography of Ultimate Indian Spiced Prawns Pasta Pot, prawns, wholewheat pasta, green beans, green beans, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r307,"modern, tasty, attractive food photography of Creamy Tempeh Protein Stack, tempeh, rice, broccoli, mushroom, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r308,"modern, tasty, attractive food photography of Supreme BBQ Cod Build Bowl, cod fillet, potatoes, sweet potato, courgette, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r309,"modern, tasty, attractive food photography of Golden Peri-Peri Prawns Build Bowl, prawns, rice, spinach, courgette, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r310,"modern, tasty, attractive food photography of Blazing Chicken Protein Stack, chicken breast, couscous, mushroom, tomato, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r311,"modern, tasty, attractive food photography of Creamy Prawns Protein Stack, prawns, couscous, carrot, sweet potato, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r312,"modern, tasty, attractive food photography of Sticky Chipotle Eggs Pasta Pot, eggs, noodles (rice), sweet potato, onion, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r313,"modern, tasty, attractive food photography of Smoky Teriyaki Eggs Protein Pot, eggs, couscous, spinach, mushroom, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r314,"modern, tasty, attractive food photography of Power BBQ Eggs Protein Pot, eggs, brown rice, courgette, spinach, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, air-fryer","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r315,"modern, tasty, attractive food photography of Creamy Cajun Beef Build Bowl, beef mince, brown rice, courgette, courgette, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r316,"modern, tasty, attractive food photography of Smoky Honey Mustard Chicken Build Bowl, chicken breast, rice, onion, broccoli, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r317,"modern, tasty, attractive food photography of Creamy Cod Protein Stack, cod fillet, potatoes, courgette, bell pepper, cheddar cheese, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r318,"modern, tasty, attractive food photography of Creamy Harissa Eggs Pasta Pot, eggs, noodles (rice), tomato, mushroom, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r319,"modern, tasty, attractive food photography of Mega Mexican Spiced Salmon Pasta Pot, salmon fillet, noodles (rice), spinach, carrot, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r320,"modern, tasty, attractive food photography of Smoky Mexican Spiced Beef Build Bowl, beef mince, rice, onion, bell pepper, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r321,"modern, tasty, attractive food photography of Supreme Tuna (Canned) Protein Stack, tuna (canned), rice, sweet potato, broccoli, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r322,"modern, tasty, attractive food photography of Sizzling Buffalo Cod Power Bowl, cod fillet, potatoes, courgette, courgette, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r323,"modern, tasty, attractive food photography of Blazing Honey Mustard Eggs Energy Bowl, eggs, rice, spinach, courgette, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r324,"modern, tasty, attractive food photography of Crispy Korean BBQ Chicken Pasta Pot, chicken breast, wholewheat pasta, spinach, carrot, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r325,"modern, tasty, attractive food photography of Sizzling Thai Coconut Cod Power Bowl, cod fillet, potatoes, green beans, sweet potato, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r326,"modern, tasty, attractive food photography of Crispy Peri-Peri Turkey Pasta Pot, turkey mince, noodles (rice), green beans, bell pepper, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r327,"modern, tasty, attractive food photography of Spicy Salmon Protein Stack, salmon fillet, brown rice, mushroom, onion, yogurt, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r328,"modern, tasty, attractive food photography of Sticky Cod Protein Stack, cod fillet, potatoes, tomato, mushroom, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r329,"modern, tasty, attractive food photography of Ultimate Eggs Protein Stack, eggs, brown rice, bell pepper, broccoli, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r331,"modern, tasty, attractive food photography of Crispy Buffalo Beef Pasta Pot, beef mince, noodles (rice), courgette, green beans, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, air-fryer, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r332,"modern, tasty, attractive food photography of Creamy Tikka Eggs Fuel Box, eggs, rice, spinach, spinach, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r333,"modern, tasty, attractive food photography of Golden Buffalo Salmon Protein Pot, salmon fillet, brown rice, broccoli, sweet potato, olive oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, air-fryer, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r334,"modern, tasty, attractive food photography of Fiery Mediterranean Tuna (Canned) Pasta Pot, tuna (canned), wholewheat pasta, onion, bell pepper, peanut butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r335,"modern, tasty, attractive food photography of Golden Thai Coconut Cod Fuel Box, cod fillet, quinoa, carrot, courgette, sesame oil, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, pescatarian, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r336,"modern, tasty, attractive food photography of Supreme Honey Mustard Tofu Pasta Pot, tofu, wholewheat pasta, courgette, sweet potato, butter, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, air-fryer, vegan, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r337,"modern, tasty, attractive food photography of Supreme Buffalo Turkey Pasta Pot, turkey mince, noodles (rice), green beans, tomato, tahini, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, dinner, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
